ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,balance_promedio_norm,balance_promedio_norm_lower,balance_promedio_norm_upper,churn_rate_norm,churn_rate_norm_lower,churn_rate_norm_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,productos_activos_norm,productos_activos_norm_lower,productos_activos_norm_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-12-25,86524805.86463329,4090514.1620301683,147466432.88954294,86524805.86463329,86524805.86463329,-11204569.8276158,-11204569.8276158,-11204569.8276158,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-21561794.936389595,-21561794.936389595,-21561794.936389595,0.0,0.0,0.0,75320236.0370175
2024-01-01,86999592.42586024,6524586.396184247,155927339.88604927,86999592.42586024,86999592.42586024,-4048429.1361166174,-4048429.1361166174,-4048429.1361166174,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-14405654.244890414,-14405654.244890414,-14405654.244890414,0.0,0.0,0.0,82951163.28974362
2024-01-08,87474379.00471616,18205493.810682204,172579298.55401954,87474379.00471616,87474379.00471616,5337477.248403053,5337477.248403053,5337477.248403053,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-5019747.860370744,-5019747.860370744,-5019747.860370744,0.0,0.0,0.0,92811856.25311922
2024-01-15,87949165.58357209,32919635.281181064,178431471.21559268,87949165.58357209,87949165.58357209,13983303.77925779,13983303.77925779,13983303.77925779,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,3626078.670483995,3626078.670483995,3626078.670483995,0.0,0.0,0.0,101932469.36282988
2024-01-22,88423952.162428,27265057.60047537,179294351.6375383,88423952.162428,88423952.162428,18321867.52580511,18321867.52580511,18321867.52580511,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,7964642.417031311,7964642.417031311,7964642.417031311,0.0,0.0,0.0,106745819.6882331
2024-01-29,88898738.7344603,36256987.41528302,176701265.43285856,88898738.7344603,88898738.7344603,16581850.629124546,16581850.629124546,16581850.629124546,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,6224625.52035075,6224625.52035075,6224625.52035075,0.0,0.0,0.0,105480589.36358485
2024-02-05,89373525.30649261,27894353.640970055,177720054.86743474,89373525.30649261,89373525.30649261,11946170.70519402,11946170.70519402,11946170.70519402,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,1588945.596420225,1588945.596420225,1588945.596420225,0.0,0.0,0.0,101319696.01168664
2024-02-12,89848311.8785249,28780926.275324613,174197581.11510992,89848311.8785249,89848311.8785249,12538251.086850071,12538251.086850071,12538251.086850071,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,2181025.9780762745,2181025.9780762745,2181025.9780762745,0.0,0.0,0.0,102386562.96537498
2024-02-19,90323098.45055719,42483565.893069364,187573637.81780416,90323098.45055719,90323098.45055719,25943837.783260744,25943837.783260744,25943837.783260744,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,15586612.674486948,15586612.674486948,15586612.674486948,0.0,0.0,0.0,116266936.23381793
2024-02-26,90797885.02495372,72170114.48847577,215611530.633494,90797885.02495372,90797885.02495372,51484450.17835465,51484450.17835465,51484450.17835465,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,41127225.06958085,41127225.06958085,41127225.06958085,0.0,0.0,0.0,142282335.20330837
2024-03-04,91272671.59935024,95010755.98812984,238859336.95527658,91272671.59935024,91272671.59935024,77404437.6905012,77404437.6905012,77404437.6905012,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,67047212.581727415,67047212.581727415,67047212.581727415,0.0,0.0,0.0,168677109.28985143
2024-03-11,91747458.17374678,104580839.80400395,250069841.52557325,91747458.17374678,91747458.17374678,87436991.7004323,87436991.7004323,87436991.7004323,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,77079766.5916585,77079766.5916585,77079766.5916585,0.0,0.0,0.0,179184449.87417907
2024-03-18,92222244.77870989,98551140.21725276,237811753.7986567,92222244.77870989,92222244.77870989,73027563.91300683,73027563.91300683,73027563.91300683,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,62670338.80423303,62670338.80423303,62670338.80423303,0.0,0.0,0.0,165249808.69171673
2024-03-25,92697031.38367298,62552189.06962694,200753686.02025923,92697031.38367298,92697031.38367298,41177543.224788904,41177543.224788904,41177543.224788904,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,30820318.11601511,30820318.11601511,30820318.11601511,0.0,0.0,0.0,133874574.60846189
2024-04-01,93171817.98863606,40531979.03285346,183617353.77178568,93171817.98863606,93171817.98863606,10236594.381909685,10236594.381909685,10236594.381909685,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-120630.72686411126,-120630.72686411126,-120630.72686411126,0.0,0.0,0.0,103408412.37054574
2024-04-08,93646604.58079769,18093717.71680422,162522591.85957745,93646604.58079769,93646604.58079769,-3929302.9808487655,-3929302.9808487655,-3929302.9808487655,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-14286528.089622563,-14286528.089622563,-14286528.089622563,0.0,0.0,0.0,89717301.59994893
2024-04-15,94121391.17295931,22440688.741305705,165200815.8695707,94121391.17295931,94121391.17295931,26037.46620230353,26037.46620230353,26037.46620230353,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-10331187.64257149,-10331187.64257149,-10331187.64257149,0.0,0.0,0.0,94147428.63916162
2024-04-22,94596177.76512094,32791089.828463387,175034291.35757923,94596177.76512094,94596177.76512094,9209595.79087668,9209595.79087668,9209595.79087668,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-1147629.3178971177,-1147629.3178971177,-1147629.3178971177,0.0,0.0,0.0,103805773.55599761
2024-04-29,95070964.35728255,21581311.468378376,177837944.68392795,95070964.35728255,95070964.35728255,8855288.709517565,8855288.709517565,8855288.709517565,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-1501936.399256232,-1501936.399256232,-1501936.399256232,0.0,0.0,0.0,103926253.06680012
2024-05-06,95545750.95968421,20917604.37198235,159335754.71033713,95545750.95968421,95545750.95968421,-4434702.793593594,-4434702.793593594,-4434702.793593594,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-14791927.90236739,-14791927.90236739,-14791927.90236739,0.0,0.0,0.0,91111048.16609061
2024-05-13,96020537.56208588,2082439.2946650777,150077501.40344423,96020537.56208588,96020537.56208588,-20546251.613982953,-20546251.613982953,-20546251.613982953,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-30903476.72275675,-30903476.72275675,-30903476.72275675,0.0,0.0,0.0,75474285.94810292
2024-05-20,96495324.16448754,2036990.8673313297,142042881.36616397,96495324.16448754,96495324.16448754,-26294333.759067003,-26294333.759067003,-26294333.759067003,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-36651558.867840804,-36651558.867840804,-36651558.867840804,0.0,0.0,0.0,70200990.40542054
2024-05-27,96970110.77547917,9630673.024501873,148044037.1745758,96970110.77547917,96970110.77547917,-18072918.841507766,-18072918.841507766,-18072918.841507766,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-28430143.950281564,-28430143.950281564,-28430143.950281564,0.0,0.0,0.0,78897191.9339714
2024-06-03,97444897.3864708,18311022.50077271,165412081.1197795,97444897.3864708,97444897.3864708,-4559384.98624001,-4559384.98624001,-4559384.98624001,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-14916610.095013808,-14916610.095013808,-14916610.095013808,0.0,0.0,0.0,92885512.40023078
2024-06-10,97919683.99746244,24962168.501364622,171840307.2838257,97919683.99746244,97919683.99746244,2632964.474132633,2632964.474132633,2632964.474132633,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-7724260.634641161,-7724260.634641161,-7724260.634641161,0.0,0.0,0.0,100552648.47159506
2024-06-17,98394470.6138586,26024997.27552381,169028639.89508268,98394470.6138586,98394470.6138586,528038.6883455927,528038.6883455927,528038.6883455927,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-9829186.420428202,-9829186.420428202,-9829186.420428202,0.0,0.0,0.0,98922509.30220419
2024-06-24,98869257.23025475,24263111.894817527,168183837.11787885,98869257.23025475,98869257.23025475,-3179816.986335498,-3179816.986335498,-3179816.986335498,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-13537042.095109293,-13537042.095109293,-13537042.095109293,0.0,0.0,0.0,95689440.24391925
2024-07-01,99344043.84665093,22448307.595980547,167859435.55547845,99344043.84665093,99344043.84665093,543003.0992621105,543003.0992621105,543003.0992621105,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-9814222.009511685,-9814222.009511685,-9814222.009511685,0.0,0.0,0.0,99887046.94591303
2024-07-08,99818830.46304709,38246561.5797787,187503082.2132085,99818830.46304709,99818830.46304709,11267866.890801914,11267866.890801914,11267866.890801914,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,910641.7820281178,910641.7820281178,910641.7820281178,0.0,0.0,0.0,111086697.353849
2024-07-15,100293617.1051616,43767085.47683443,191388654.83396754,100293617.1051616,100293617.1051616,18308508.572521605,18308508.572521605,18308508.572521605,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,7951283.463747809,7951283.463747809,7951283.463747809,0.0,0.0,0.0,118602125.6776832
2024-07-22,100768403.74727613,40472111.070547596,183425718.4463963,100768403.74727613,100768403.74727613,11239424.457391128,11239424.457391128,11239424.457391128,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,882199.3486173318,882199.3486173318,882199.3486173318,0.0,0.0,0.0,112007828.20466726
2024-07-29,101243190.38939062,20505689.359584574,169664986.32131997,101243190.38939062,101243190.38939062,-8562950.239657732,-8562950.239657732,-8562950.239657732,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-18920175.348431528,-18920175.348431528,-18920175.348431528,0.0,0.0,0.0,92680240.14973289
2024-08-05,101717977.04369038,-1146016.2323509466,154346368.14612266,101717977.04369038,101717977.04369038,-26963559.61787866,-26963559.61787866,-26963559.61787866,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-37320784.72665246,-37320784.72665246,-37320784.72665246,0.0,0.0,0.0,74754417.42581172
2024-08-12,102192763.69799015,1605226.2931084272,142560632.8496991,102192763.69799015,102192763.69799015,-28104786.8794344,-28104786.8794344,-28104786.8794344,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-38462011.98820819,-38462011.98820819,-38462011.98820819,0.0,0.0,0.0,74087976.81855574
2024-08-19,102667550.3522899,19220867.90350672,166616027.07418838,102667550.3522899,102667550.3522899,-7411462.343024239,-7411462.343024239,-7411462.343024239,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-17768687.451798033,-17768687.451798033,-17768687.451798033,0.0,0.0,0.0,95256088.00926566
2024-08-26,103142337.00658967,59283857.804119736,191906450.64047647,103142337.00658967,103142337.00658967,24964411.56439093,24964411.56439093,24964411.56439093,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,14607186.455617134,14607186.455617134,14607186.455617134,0.0,0.0,0.0,128106748.5709806
2024-09-02,103617123.66088942,81685347.63768402,227392426.20940727,103617123.66088942,103617123.66088942,52464706.525719754,52464706.525719754,52464706.525719754,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,42107481.41694595,42107481.41694595,42107481.41694595,0.0,0.0,0.0,156081830.18660918
2024-09-09,104091910.31518918,97137099.8249512,245199651.1406951,104091910.31518918,104091910.31518918,63926190.33193683,63926190.33193683,63926190.33193683,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,53568965.22316303,53568965.22316303,53568965.22316303,0.0,0.0,0.0,168018100.64712602
2024-09-16,104566696.96948893,90042961.41061649,238757309.8420117,104566696.96948893,104566696.96948893,58869672.32900082,58869672.32900082,58869672.32900082,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,48512447.22022703,48512447.22022703,48512447.22022703,0.0,0.0,0.0,163436369.29848975
2024-09-23,105041483.6237887,73253988.1260999,225544160.63341776,105041483.6237887,105041483.6237887,43815893.60789474,43815893.60789474,43815893.60789474,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,33458668.499120943,33458668.499120943,33458668.499120943,0.0,0.0,0.0,148857377.23168343
2024-09-30,105516270.27808847,57485273.31154614,200887024.32344848,105516270.27808847,105516270.27808847,25442992.769558683,25442992.769558683,25442992.769558683,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,15085767.660784887,15085767.660784887,15085767.660784887,0.0,0.0,0.0,130959263.04764715
2024-10-07,105991056.93238822,38601516.045241855,178763231.27691406,105991056.93238822,105991056.93238822,7445116.933459157,7445116.933459157,7445116.933459157,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-2912108.1753146388,-2912108.1753146388,-2912108.1753146388,0.0,0.0,0.0,113436173.86584738
2024-10-14,106465843.58668798,21738977.77623679,172592786.89141247,106465843.58668798,106465843.58668798,-7822200.2867411245,-7822200.2867411245,-7822200.2867411245,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-18179425.39551492,-18179425.39551492,-18179425.39551492,0.0,0.0,0.0,98643643.29994686
2024-10-21,106940630.24098773,18388050.29314038,165396641.00433373,106940630.24098773,106940630.24098773,-17218843.776302617,-17218843.776302617,-17218843.776302617,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-27576068.88507641,-27576068.88507641,-27576068.88507641,0.0,0.0,0.0,89721786.46468511
2024-10-28,107415416.8952875,21432842.937403217,161422906.00751814,107415416.8952875,107415416.8952875,-17945477.679666907,-17945477.679666907,-17945477.679666907,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-28302702.788440704,-28302702.788440704,-28302702.788440704,0.0,0.0,0.0,89469939.21562059
2024-11-04,107890203.54958726,25275973.172386564,174373502.68017054,107890203.54958726,107890203.54958726,-10737696.139189215,-10737696.139189215,-10737696.139189215,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-21094921.24796301,-21094921.24796301,-21094921.24796301,0.0,0.0,0.0,97152507.41039805
2024-11-11,108364990.20388702,36289627.55980825,177656645.32369003,108364990.20388702,108364990.20388702,-890881.7524953877,-890881.7524953877,-890881.7524953877,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-11248106.861269183,-11248106.861269183,-11248106.861269183,0.0,0.0,0.0,107474108.45139162
2024-11-18,108839776.85818677,40187533.13244682,183121453.41899994,108839776.85818677,108839776.85818677,4913791.135026225,4913791.135026225,4913791.135026225,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-5443433.973747571,-5443433.973747571,-5443433.973747571,0.0,0.0,0.0,113753567.993213
2024-11-25,109314563.51248655,37426039.93217295,186240953.91868186,109314563.51248655,109314563.51248655,3357826.032645403,3357826.032645403,3357826.032645403,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-6999399.076128392,-6999399.076128392,-6999399.076128392,0.0,0.0,0.0,112672389.54513195
2024-12-02,109789350.1667863,30835229.705856536,182100206.04229084,109789350.1667863,109789350.1667863,-3555737.1970894313,-3555737.1970894313,-3555737.1970894313,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-13912962.305863226,-13912962.305863226,-13912962.305863226,0.0,0.0,0.0,106233612.96969686
2024-12-09,110264136.82108605,23633087.38051453,169923430.52353066,110264136.82108605,110264136.82108605,-10778928.153703045,-10778928.153703045,-10778928.153703045,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-21136153.262476843,-21136153.262476843,-21136153.262476843,0.0,0.0,0.0,99485208.667383
2024-12-16,110738923.47538581,23091406.7857661,167015365.0647955,110738923.47538581,110738923.47538581,-14090553.271167662,-14090553.271167662,-14090553.271167662,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-24447778.379941456,-24447778.379941456,-24447778.379941456,0.0,0.0,0.0,96648370.20421815
2024-12-23,111213710.12968558,27446038.790855348,168678761.3935691,111213710.12968558,111213710.12968558,-12082039.915949365,-12082039.915949365,-12082039.915949365,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-22439265.02472316,-22439265.02472316,-22439265.02472316,0.0,0.0,0.0,99131670.21373622
