ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,balance_promedio_norm,balance_promedio_norm_lower,balance_promedio_norm_upper,churn_rate_norm,churn_rate_norm_lower,churn_rate_norm_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,productos_activos_norm,productos_activos_norm_lower,productos_activos_norm_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-12-30,111688496.78398535,35963997.27172665,177669481.75764766,111688496.78398535,111688496.78398535,-5558430.423804757,-5558430.423804757,-5558430.423804757,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-15915655.532578552,-15915655.532578552,-15915655.532578552,0.0,0.0,0.0,106130066.36018059
2025-01-05,112095456.77338515,39721403.17726495,183728169.889873,112095456.71549879,112095456.83104728,2236402.649701656,2236402.649701656,2236402.649701656,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-8120822.459072139,-8120822.459072139,-8120822.459072139,0.0,0.0,0.0,114331859.4230868
2025-01-12,112570243.42768489,52209640.0607508,190203425.07353032,112570243.2342096,112570243.60946447,11507156.274490783,11507156.274490783,11507156.274490783,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,1149931.165716986,1149931.165716986,1149931.165716986,0.0,0.0,0.0,124077399.70217568
2025-01-19,113045030.08198465,58494857.06673229,200940730.11574337,113045029.7283154,113045030.43349895,17579982.363718983,17579982.363718983,17579982.363718983,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,7222757.25494519,7222757.25494519,7222757.25494519,0.0,0.0,0.0,130625012.44570364
2025-01-26,113519816.73628439,59130142.397961,198865185.521283,113519816.2353512,113519817.27307105,17731930.37542488,17731930.37542488,17731930.37542488,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,7374705.266651084,7374705.266651084,7374705.266651084,0.0,0.0,0.0,131251747.11170927
2025-02-02,113994603.39058416,55511880.703178674,202098909.36754256,113994602.68917535,113994604.18107563,13318218.694977855,13318218.694977855,13318218.694977855,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,2960993.586204061,2960993.586204061,2960993.586204061,0.0,0.0,0.0,127312822.085562
2025-02-09,114469390.04488392,53963167.60799388,197891112.87939084,114469389.1423965,114469391.0600533,11215349.973990835,11215349.973990835,11215349.973990835,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,858124.8652170389,858124.8652170389,858124.8652170389,0.0,0.0,0.0,125684740.01887476
2025-02-16,114944176.69918369,58657069.87270189,209553237.76909366,114944175.53118576,114944177.93451153,20045450.9713118,20045450.9713118,20045450.9713118,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,9688225.862538002,9688225.862538002,9688225.862538002,0.0,0.0,0.0,134989627.67049548
2025-02-23,115418963.35348345,86847553.45048976,230131372.93309712,115418961.94544017,115418964.84410287,42477036.17036161,42477036.17036161,42477036.17036161,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,32119811.06158781,32119811.06158781,32119811.06158781,0.0,0.0,0.0,157895999.52384508
2025-03-02,115893750.0077832,113251810.51970018,251728306.09492,115893748.40288913,115893751.75097695,70061250.71640085,70061250.71640085,70061250.71640085,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,59704025.60762705,59704025.60762705,59704025.60762705,0.0,0.0,0.0,185955000.72418404
2025-03-09,116368536.66208297,129841032.09367971,267993719.031822,116368534.81953366,116368538.69436844,86749252.48085095,86749252.48085095,86749252.48085095,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,76392027.37207715,76392027.37207715,76392027.37207715,0.0,0.0,0.0,203117789.1429339
2025-03-16,116843323.3163827,123492248.2991917,265092387.59196675,116843321.15731487,116843325.65027912,80221650.033508,80221650.033508,80221650.033508,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,69864424.92473422,69864424.92473422,69864424.92473422,0.0,0.0,0.0,197064973.3498907
2025-03-23,117318109.97068247,98569116.01283541,241794623.89406154,117318107.40634334,117318112.62934531,52296561.3302842,52296561.3302842,52296561.3302842,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,41939336.22151041,41939336.22151041,41939336.22151041,0.0,0.0,0.0,169614671.30096668
2025-03-30,117792896.62498224,64915856.87656164,203304123.33488294,117792893.77233878,117792899.68814348,18897226.861033212,18897226.861033212,18897226.861033212,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,8540001.752259417,8540001.752259417,8540001.752259417,0.0,0.0,0.0,136690123.48601544
2025-04-06,118267683.279282,44235877.697858304,191476205.69765955,118267680.1588999,118267686.60836881,-1640704.089422171,-1640704.089422171,-1640704.089422171,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-11997929.198195968,-11997929.198195968,-11997929.198195968,0.0,0.0,0.0,116626979.18985984
2025-04-13,118742469.93358177,44124278.65350344,189153107.79953286,118742466.36914353,118742473.58020504,-2620871.7731383736,-2620871.7731383736,-2620871.7731383736,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-12978096.881912172,-12978096.881912172,-12978096.881912172,0.0,0.0,0.0,116121598.1604434
2025-04-20,119217256.58788154,54557307.036206536,198388673.09159636,119217252.66059005,119217260.64651537,6722269.7121743625,6722269.7121743625,6722269.7121743625,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-3634955.3965994334,-3634955.3965994334,-3634955.3965994334,0.0,0.0,0.0,125939526.30005589
2025-04-27,119692043.24218129,60129381.14188104,202114083.6427812,119692038.92448492,119692047.53560372,10531644.957358683,10531644.957358683,10531644.957358683,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,174419.8485848854,174419.8485848854,174419.8485848854,0.0,0.0,0.0,130223688.19953997
2025-05-04,120166829.89648102,46400256.71113356,192845859.39443487,120166825.06548086,120166834.57890706,827817.5135061683,827817.5135061683,827817.5135061683,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-9529407.595267626,-9529407.595267626,-9529407.595267626,0.0,0.0,0.0,120994647.4099872
2025-05-11,120641616.55078079,32690887.54755527,180057478.7102342,120641611.45254445,120641621.74030395,-15961638.679666484,-15961638.679666484,-15961638.679666484,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-26318863.78844028,-26318863.78844028,-26318863.78844028,0.0,0.0,0.0,104679977.8711143
2025-05-18,121116403.20508055,18096330.215879895,171967879.933188,121116397.84814899,121116408.7456369,-26078411.00382184,-26078411.00382184,-26078411.00382184,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-36435636.11259564,-36435636.11259564,-36435636.11259564,0.0,0.0,0.0,95037992.20125872
2025-05-25,121591189.85938032,22133864.235547263,173716024.0852541,121591184.10269697,121591195.83153418,-21892874.77328488,-21892874.77328488,-21892874.77328488,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-32250099.882058676,-32250099.882058676,-32250099.882058676,0.0,0.0,0.0,99698315.08609544
2025-06-01,122065976.51368009,31651999.006641075,183295129.99326673,122065970.4186871,122065982.90244134,-8684189.799653314,-8684189.799653314,-8684189.799653314,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-19041414.90842711,-19041414.90842711,-19041414.90842711,0.0,0.0,0.0,113381786.71402678
2025-06-08,122540763.16797985,56846335.729048945,204958574.60627198,122540756.57225516,122540770.03856619,1444886.1612864395,1444886.1612864395,1444886.1612864395,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-8912338.947487356,-8912338.947487356,-8912338.947487356,0.0,0.0,0.0,123985649.3292663
2025-06-15,123015549.82227959,50620393.71145052,200507871.17470983,123015542.97096944,123015557.33817619,1896775.1735111855,1896775.1735111855,1896775.1735111855,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-8460449.935262611,-8460449.935262611,-8460449.935262611,0.0,0.0,0.0,124912324.99579078
2025-06-22,123490336.47657935,49891546.99964857,195729043.7386532,123490329.20854458,123490344.52333099,-2478468.7446760363,-2478468.7446760363,-2478468.7446760363,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-12835693.853449835,-12835693.853449835,-12835693.853449835,0.0,0.0,0.0,121011867.73190331
2025-06-29,123965123.1308791,45457046.032720864,190388128.95444027,123965115.29345872,123965131.64334153,-1694734.073436446,-1694734.073436446,-1694734.073436446,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-12051959.182210242,-12051959.182210242,-12051959.182210242,0.0,0.0,0.0,122270389.05744267
2025-07-06,124439909.78517887,59743528.45123495,199663794.08926016,124439901.53697833,124439918.74903864,7583803.269124379,7583803.269124379,7583803.269124379,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-2773421.839649417,-2773421.839649417,-2773421.839649417,0.0,0.0,0.0,132023713.05430324
2025-07-13,124914696.43947864,70799009.12563889,217097177.46487552,124914687.7444607,124914705.85458292,17240025.84610754,17240025.84610754,17240025.84610754,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,6882800.737333742,6882800.737333742,6882800.737333742,0.0,0.0,0.0,142154722.28558618
2025-07-20,125389483.0937784,72706568.86280814,218221962.37353814,125389473.72466382,125389493.03405997,15274699.72748435,15274699.72748435,15274699.72748435,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,4917474.618710551,4917474.618710551,4917474.618710551,0.0,0.0,0.0,140664182.82126275
2025-07-27,125864269.74807817,53008621.76251159,201068040.3570979,125864259.92354603,125864280.15226789,-1498404.4510715299,-1498404.4510715299,-1498404.4510715299,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-11855629.559845326,-11855629.559845326,-11855629.559845326,0.0,0.0,0.0,124365865.29700664
2025-08-03,126339056.4023779,30410659.561127257,170585280.8754727,126339046.13513356,126339067.19021463,-22297396.104235478,-22297396.104235478,-22297396.104235478,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-32654621.213009275,-32654621.213009275,-32654621.213009275,0.0,0.0,0.0,104041660.29814243
2025-08-10,126813843.05667767,22464043.84729912,170229197.1908371,126813832.32435675,126813854.43991005,-30220484.568100404,-30220484.568100404,-30220484.568100404,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-40577709.6768742,-40577709.6768742,-40577709.6768742,0.0,0.0,0.0,96593358.48857726
2025-08-17,127288629.71097742,39854186.08295122,187059244.9735782,127288618.48854879,127288641.85515122,-16069291.489027116,-16069291.489027116,-16069291.489027116,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-26426516.597800914,-26426516.597800914,-26426516.597800914,0.0,0.0,0.0,111219338.22195031
2025-08-24,127763416.36527719,71985104.88735025,206990359.47041845,127763404.66569391,127763429.0254838,14303904.36514091,14303904.36514091,14303904.36514091,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,3946679.256367115,3946679.256367115,3946679.256367115,0.0,0.0,0.0,142067320.7304181
2025-08-31,128238203.01957695,104013651.64655583,251831815.6966317,128238190.84527451,128238216.19581634,45046135.18290853,45046135.18290853,45046135.18290853,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,34688910.07413473,34688910.07413473,34688910.07413473,0.0,0.0,0.0,173284338.20248547
2025-09-07,128712989.67387672,122472788.2003668,267857529.3123006,128712976.98063341,128713003.58248758,62225861.83286657,62225861.83286657,62225861.83286657,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,51868636.724092774,51868636.724092774,51868636.724092774,0.0,0.0,0.0,190938851.50674328
2025-09-14,129187776.32817648,120642300.5732634,262201693.5954981,129187763.20174676,129187790.70358463,61960414.70218209,61960414.70218209,61960414.70218209,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,51603189.593408294,51603189.593408294,51603189.593408294,0.0,0.0,0.0,191148191.03035858
2025-09-21,129662562.98247625,109166816.2209064,250896816.07128772,129662549.36662269,129662578.0205832,49281949.456184655,49281949.456184655,49281949.456184655,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,38924724.34741086,38924724.34741086,38924724.34741086,0.0,0.0,0.0,178944512.43866092
2025-09-28,130137349.63677599,89251708.38430843,231710636.05822438,130137335.53484915,130137365.25602196,31429664.743174173,31429664.743174173,31429664.743174173,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,21072439.63440038,21072439.63440038,21072439.63440038,0.0,0.0,0.0,161567014.37995017
2025-10-05,130612136.29107575,66782932.94329264,212946808.57854366,130612121.80999203,130612152.24511534,13051371.98227748,13051371.98227748,13051371.98227748,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,2694146.873503684,2694146.873503684,2694146.873503684,0.0,0.0,0.0,143663508.27335322
2025-10-12,131086922.94537552,54715618.48662836,200629583.74105594,131086908.12514266,131086939.2271152,-3384691.248013334,-3384691.248013334,-3384691.248013334,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-13741916.356787128,-13741916.356787128,-13741916.356787128,0.0,0.0,0.0,127702231.69736218
2025-10-19,131561709.59967525,41394822.22915004,188619058.32115015,131561694.2715,131561726.3207947,-15051257.05302254,-15051257.05302254,-15051257.05302254,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-25408482.16179634,-25408482.16179634,-25408482.16179634,0.0,0.0,0.0,116510452.54665272
2025-10-26,132036496.25397502,36877770.694915675,191687438.75765905,132036480.40808827,132036513.36942373,-18712733.372368872,-18712733.372368872,-18712733.372368872,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-29069958.48114267,-29069958.48114267,-29069958.48114267,0.0,0.0,0.0,113323762.88160615
2025-11-02,132511282.9082748,46328152.73105138,189607818.75724533,132511266.45454237,132511300.36047994,-13669896.296257123,-13669896.296257123,-13669896.296257123,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-24027121.40503092,-24027121.40503092,-24027121.40503092,0.0,0.0,0.0,118841386.61201768
2025-11-09,132986069.56257457,54916785.00243645,206269782.47379446,132986052.46857503,132986087.47357318,-3908785.974719723,-3908785.974719723,-3908785.974719723,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-14266011.083493521,-14266011.083493521,-14266011.083493521,0.0,0.0,0.0,129077283.58785485
2025-11-16,133460856.2168743,65593145.816053525,208482841.95771515,133460838.49441017,133460874.86317289,3799411.2626869697,3799411.2626869697,3799411.2626869697,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-6557813.846086828,-6557813.846086828,-6557813.846086828,0.0,0.0,0.0,137260267.47956127
2025-11-23,133935642.87117407,63777257.55012941,216088161.76700735,133935624.49962091,133935662.23536257,4635856.925078245,4635856.925078245,4635856.925078245,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-5721368.183695552,-5721368.183695552,-5721368.183695552,0.0,0.0,0.0,138571499.7962523
2025-11-30,134410429.52547383,64060520.69462459,203776477.93556392,134410410.5157295,134410449.55163667,-1040132.5102475149,-1040132.5102475149,-1040132.5102475149,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-11397357.619021311,-11397357.619021311,-11397357.619021311,0.0,0.0,0.0,133370297.01522632
2025-12-07,134885216.17977357,53655367.342223525,196857530.46040982,134885196.72119892,134885236.83252347,-8731994.403896576,-8731994.403896576,-8731994.403896576,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-19089219.51267037,-19089219.51267037,-19089219.51267037,0.0,0.0,0.0,126153221.775877
2025-12-14,135360002.83407333,45973290.35755457,197914999.07700267,135359982.71097717,135360024.13909215,-13596442.486199418,-13596442.486199418,-13596442.486199418,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-23953667.594973218,-23953667.594973218,-23953667.594973218,0.0,0.0,0.0,121763560.34787391
2025-12-21,135834789.4883731,51796434.716910936,194401654.4508332,135834768.57420078,135834811.38021475,-13287600.392246531,-13287600.392246531,-13287600.392246531,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-23644825.501020327,-23644825.501020327,-23644825.501020327,0.0,0.0,0.0,122547189.09612657
2025-12-28,136309576.14267287,54017065.384233475,197343724.92843643,136309554.48389852,136309598.61415428,-8049407.85968819,-8049407.85968819,-8049407.85968819,-7999307.3209477505,-7999307.3209477505,-7999307.3209477505,18356532.429721545,18356532.429721545,18356532.429721545,10357225.108773796,10357225.108773796,10357225.108773796,0.0,0.0,0.0,-18406632.968461983,-18406632.968461983,-18406632.968461983,0.0,0.0,0.0,128260168.28298467
